Iteration,Progress
25300,17.259
25301,17.26
25302,17.261
25303,17.261
25304,17.262
25305,17.263
25306,17.263
25307,17.264
25308,17.265
25309,17.266
25310,17.266
25311,17.267
25312,17.268
25313,17.268
25314,17.269
25315,17.27
25316,17.27
25317,17.271
25318,17.272
25319,17.272
25320,17.273
25321,17.274
25322,17.274
25323,17.275
25324,17.276
25325,17.276
25326,17.277
25327,17.278
25328,17.278
25329,17.279
25330,17.28
25331,17.281
25332,17.281
25333,17.282
25334,17.283
25335,17.283
25336,17.284
25337,17.285
25338,17.285
25339,17.286
25340,17.287
25341,17.287
25342,17.288
25343,17.289
25344,17.289
25345,17.29
25346,17.291
25347,17.291
25348,17.292
25349,17.293
25350,17.293
25351,17.294
25352,17.295
25353,17.296
25354,17.296
25355,17.297
25356,17.298
25357,17.298
25358,17.299
25359,17.3
25360,17.3
25361,17.301
25362,17.302
25363,17.302
25364,17.303
25365,17.304
25366,17.304
25367,17.305
25368,17.306
25369,17.306
25370,17.307
25371,17.308
25372,17.308
25373,17.309
25374,17.31
25375,17.311
25376,17.311
25377,17.312
25378,17.313
25379,17.313
25380,17.314
25381,17.315
25382,17.315
25383,17.316
25384,17.317
25385,17.317
25386,17.318
25387,17.319
25388,17.319
25389,17.32
25390,17.321
25391,17.321
25392,17.322
25393,17.323
25394,17.324
25395,17.324
25396,17.325
25397,17.326
25398,17.326
25399,17.327
25400,17.328
25401,17.328
25402,17.329
25403,17.33
25404,17.33
25405,17.331
25406,17.332
25407,17.332
25408,17.333
25409,17.334
25410,17.334
25411,17.335
25412,17.336
25413,17.336
25414,17.337
25415,17.338
25416,17.339
25417,17.339
25418,17.34
25419,17.341
25420,17.341
25421,17.342
25422,17.343
25423,17.343
25424,17.344
25425,17.345
25426,17.345
25427,17.346
25428,17.347
25429,17.347
25430,17.348
25431,17.349
25432,17.349
25433,17.35
25434,17.351
25435,17.351
25436,17.352
25437,17.353
25438,17.354
25439,17.354
25440,17.355
25441,17.356
25442,17.356
25443,17.357
25444,17.358
25445,17.358
25446,17.359
25447,17.36
25448,17.36
25449,17.361
25450,17.362
25451,17.362
25452,17.363
25453,17.364
25454,17.364
25455,17.365
25456,17.366
25457,17.366
25458,17.367
25459,17.368
25460,17.369
25461,17.369
25462,17.37
25463,17.371
25464,17.371
25465,17.372
25466,17.373
25467,17.373
25468,17.374
25469,17.375
25470,17.375
25471,17.376
25472,17.377
25473,17.377
25474,17.378
25475,17.379
25476,17.379
25477,17.38
25478,17.381
25479,17.381
25480,17.382
25481,17.383
25482,17.384
25483,17.384
25484,17.385
25485,17.386
25486,17.386
25487,17.387
25488,17.388
25489,17.388
25490,17.389
25491,17.39
25492,17.39
25493,17.391
25494,17.392
25495,17.392
25496,17.393
25497,17.394
25498,17.394
25499,17.395
25500,17.396
25501,17.396
25502,17.397
25503,17.398
25504,17.399
25505,17.399
25506,17.4
25507,17.401
25508,17.401
25509,17.402
25510,17.403
25511,17.403
25512,17.404
25513,17.405
25514,17.405
25515,17.406
25516,17.407
25517,17.407
25518,17.408
25519,17.409
25520,17.409
25521,17.41
25522,17.411
25523,17.412
25524,17.412
25525,17.413
25526,17.414
25527,17.414
25528,17.415
25529,17.416
25530,17.416
25531,17.417
25532,17.418
25533,17.418
25534,17.419
25535,17.42
25536,17.42
25537,17.421
25538,17.422
25539,17.422
25540,17.423
25541,17.424
25542,17.424
25543,17.425
25544,17.426
25545,17.427
25546,17.427
25547,17.428
25548,17.429
25549,17.429
25550,17.43
25551,17.431
25552,17.431
25553,17.432
25554,17.433
25555,17.433
25556,17.434
25557,17.435
25558,17.435
25559,17.436
25560,17.437
25561,17.437
25562,17.438
25563,17.439
25564,17.439
25565,17.44
25566,17.441
25567,17.442
25568,17.442
25569,17.443
25570,17.444
25571,17.444
25572,17.445
25573,17.446
25574,17.446
25575,17.447
25576,17.448
25577,17.448
25578,17.449
25579,17.45
25580,17.45
25581,17.451
25582,17.452
25583,17.452
25584,17.453
25585,17.454
25586,17.454
25587,17.455
25588,17.456
25589,17.457
25590,17.457
25591,17.458
25592,17.459
25593,17.459
25594,17.46
25595,17.461
25596,17.461
25597,17.462
25598,17.463
25599,17.463
25600,17.464
25601,17.465
25602,17.465
25603,17.466
25604,17.467
25605,17.467
25606,17.468
25607,17.469
25608,17.469
25609,17.47
25610,17.471
25611,17.472
25612,17.472
25613,17.473
25614,17.474
25615,17.474
25616,17.475
25617,17.476
25618,17.476
25619,17.477
25620,17.478
25621,17.478
25622,17.479
25623,17.48
25624,17.48
25625,17.481
25626,17.482
25627,17.482
25628,17.483
25629,17.484
25630,17.484
25631,17.485
25632,17.486
25633,17.487
25634,17.487
25635,17.488
25636,17.489
25637,17.489
25638,17.49
25639,17.491
25640,17.491
25641,17.492
25642,17.493
25643,17.493
25644,17.494
25645,17.495
25646,17.495
25647,17.496
25648,17.497
25649,17.497
25650,17.498
25651,17.499
25652,17.5
25653,17.5
25654,17.501
25655,17.502
25656,17.502
25657,17.503
25658,17.504
25659,17.504
25660,17.505
25661,17.506
25662,17.506
25663,17.507
25664,17.508
25665,17.508
25666,17.509
25667,17.51
25668,17.51
25669,17.511
25670,17.512
25671,17.512
25672,17.513
25673,17.514
25674,17.515
25675,17.515
25676,17.516
25677,17.517
25678,17.517
25679,17.518
25680,17.519
25681,17.519
25682,17.52
25683,17.521
25684,17.521
25685,17.522
25686,17.523
25687,17.523
25688,17.524
25689,17.525
25690,17.525
25691,17.526
25692,17.527
25693,17.527
25694,17.528
25695,17.529
25696,17.53
25697,17.53
25698,17.531
25699,17.532
25700,17.532
25701,17.533
25702,17.534
25703,17.534
25704,17.535
25705,17.536
25706,17.536
25707,17.537
25708,17.538
25709,17.538
25710,17.539
25711,17.54
25712,17.54
25713,17.541
25714,17.542
25715,17.542
25716,17.543
25717,17.544
25718,17.545
25719,17.545
25720,17.546
25721,17.547
25722,17.547
25723,17.548
25724,17.549
25725,17.549
25726,17.55
25727,17.551
25728,17.551
25729,17.552
25730,17.553
25731,17.553
25732,17.554
25733,17.555
25734,17.555
25735,17.556
25736,17.557
25737,17.557
25738,17.558
25739,17.559
25740,17.56
25741,17.56
25742,17.561
25743,17.562
25744,17.562
25745,17.563
25746,17.564
25747,17.564
25748,17.565
25749,17.566
25750,17.566
25751,17.567
25752,17.568
25753,17.568
25754,17.569
25755,17.57
25756,17.57
25757,17.571
25758,17.572
25759,17.572
25760,17.573
25761,17.574
25762,17.575
25763,17.575
25764,17.576
25765,17.577
25766,17.577
25767,17.578
25768,17.579
25769,17.579
25770,17.58
25771,17.581
25772,17.581
25773,17.582
25774,17.583
25775,17.583
25776,17.584
25777,17.585
25778,17.585
25779,17.586
25780,17.587
25781,17.588
25782,17.588
25783,17.589
25784,17.59
25785,17.59
25786,17.591
25787,17.592
25788,17.592
25789,17.593
25790,17.594
25791,17.594
25792,17.595
25793,17.596
25794,17.596
25795,17.597
25796,17.598
25797,17.598
25798,17.599
25799,17.6
25800,17.6
25801,17.601
25802,17.602
25803,17.603
25804,17.603
25805,17.604
25806,17.605
25807,17.605
25808,17.606
25809,17.607
25810,17.607
25811,17.608
25812,17.609
25813,17.609
25814,17.61
25815,17.611
25816,17.611
25817,17.612
25818,17.613
25819,17.613
25820,17.614
25821,17.615
25822,17.615
25823,17.616
25824,17.617
25825,17.618
25826,17.618
25827,17.619
25828,17.62
25829,17.62
25830,17.621
25831,17.622
25832,17.622
25833,17.623
25834,17.624
25835,17.624
25836,17.625
25837,17.626
25838,17.626
25839,17.627
25840,17.628
25841,17.628
25842,17.629
25843,17.63
25844,17.63
25845,17.631
25846,17.632
25847,17.633
25848,17.633
25849,17.634
25850,17.635
25851,17.635
25852,17.636
25853,17.637
25854,17.637
25855,17.638
25856,17.639
25857,17.639
25858,17.64
25859,17.641
25860,17.641
25861,17.642
25862,17.643
25863,17.643
25864,17.644
25865,17.645
25866,17.645
25867,17.646
25868,17.647
25869,17.648
25870,17.648
25871,17.649
25872,17.65
25873,17.65
25874,17.651
25875,17.652
25876,17.652
25877,17.653
25878,17.654
25879,17.654
25880,17.655
25881,17.656
25882,17.656
25883,17.657
25884,17.658
25885,17.658
25886,17.659
25887,17.66
25888,17.661
25889,17.661
25890,17.662
25891,17.663
25892,17.663
25893,17.664
25894,17.665
25895,17.665
25896,17.666
25897,17.667
25898,17.667
25899,17.668
25900,17.669
25901,17.669
25902,17.67
25903,17.671
25904,17.671
25905,17.672
25906,17.673
25907,17.673
25908,17.674
25909,17.675
25910,17.676
25911,17.676
25912,17.677
25913,17.678
25914,17.678
25915,17.679
25916,17.68
25917,17.68
25918,17.681
25919,17.682
25920,17.682
25921,17.683
25922,17.684
25923,17.684
25924,17.685
25925,17.686
25926,17.686
25927,17.687
25928,17.688
25929,17.688
25930,17.689
25931,17.69
25932,17.691
25933,17.691
25934,17.692
25935,17.693
25936,17.693
25937,17.694
25938,17.695
25939,17.695
25940,17.696
25941,17.697
25942,17.697
25943,17.698
25944,17.699
25945,17.699
25946,17.7
25947,17.701
25948,17.701
25949,17.702
25950,17.703
25951,17.703
25952,17.704
25953,17.705
25954,17.706
25955,17.706
25956,17.707
25957,17.708
25958,17.708
25959,17.709
25960,17.71
25961,17.71
25962,17.711
25963,17.712
25964,17.712
25965,17.713
25966,17.714
25967,17.714
25968,17.715
25969,17.716
25970,17.716
25971,17.717
25972,17.718
25973,17.718
25974,17.719
25975,17.72
25976,17.721
25977,17.721
25978,17.722
25979,17.723
25980,17.723
25981,17.724
25982,17.725
25983,17.725
25984,17.726
25985,17.727
25986,17.727
25987,17.728
25988,17.729
25989,17.729
25990,17.73
25991,17.731
25992,17.731
25993,17.732
25994,17.733
25995,17.733
25996,17.734
25997,17.735
25998,17.736
25999,17.736
26000,17.737
26001,17.738
26002,17.738
26003,17.739
26004,17.74
26005,17.74
26006,17.741
26007,17.742
26008,17.742
26009,17.743
26010,17.744
26011,17.744
26012,17.745
26013,17.746
26014,17.746
26015,17.747
26016,17.748
26017,17.749
26018,17.749
26019,17.75
26020,17.751
26021,17.751
26022,17.752
26023,17.753
26024,17.753
26025,17.754
26026,17.755
26027,17.755
26028,17.756
26029,17.757
26030,17.757
26031,17.758
26032,17.759
26033,17.759
26034,17.76
26035,17.761
26036,17.761
26037,17.762
26038,17.763
26039,17.764
26040,17.764
26041,17.765
26042,17.766
26043,17.766
26044,17.767
26045,17.768
26046,17.768
26047,17.769
26048,17.77
26049,17.77
26050,17.771
26051,17.772
26052,17.772
26053,17.773
26054,17.774
26055,17.774
26056,17.775
26057,17.776
26058,17.776
26059,17.777
26060,17.778
26061,17.779
26062,17.779
26063,17.78
26064,17.781
26065,17.781
26066,17.782
26067,17.783
26068,17.783
26069,17.784
26070,17.785
26071,17.785
26072,17.786
26073,17.787
26074,17.787
26075,17.788
26076,17.789
26077,17.789
26078,17.79
26079,17.791
26080,17.791
26081,17.792
26082,17.793
26083,17.794
26084,17.794
26085,17.795
26086,17.796
26087,17.796
26088,17.797
26089,17.798
26090,17.798
26091,17.799
26092,17.8
26093,17.8
26094,17.801
26095,17.802
26096,17.802
26097,17.803
26098,17.804
26099,17.804
26100,17.805
26101,17.806
26102,17.806
26103,17.807
26104,17.808
26105,17.809
26106,17.809
26107,17.81
26108,17.811
26109,17.811
26110,17.812
26111,17.813
26112,17.813
26113,17.814
26114,17.815
26115,17.815
26116,17.816
26117,17.817
26118,17.817
26119,17.818
26120,17.819
26121,17.819
26122,17.82
26123,17.821
26124,17.821
26125,17.822
26126,17.823
26127,17.824
26128,17.824
26129,17.825
26130,17.826
26131,17.826
26132,17.827
26133,17.828
26134,17.828
26135,17.829
26136,17.83
26137,17.83
26138,17.831
26139,17.832
26140,17.832
26141,17.833
26142,17.834
26143,17.834
26144,17.835
26145,17.836
26146,17.837
26147,17.837
26148,17.838
26149,17.839
26150,17.839
26151,17.84
26152,17.841
26153,17.841
26154,17.842
26155,17.843
26156,17.843
26157,17.844
26158,17.845
26159,17.845
26160,17.846
26161,17.847
26162,17.847
26163,17.848
26164,17.849
26165,17.849
26166,17.85
26167,17.851
26168,17.852
26169,17.852
26170,17.853
26171,17.854
26172,17.854
26173,17.855
26174,17.856
26175,17.856
26176,17.857
26177,17.858
26178,17.858
26179,17.859
26180,17.86
26181,17.86
26182,17.861
26183,17.862
26184,17.862
26185,17.863
26186,17.864
26187,17.864
26188,17.865
26189,17.866
26190,17.867
26191,17.867
26192,17.868
26193,17.869
26194,17.869
26195,17.87
26196,17.871
26197,17.871
26198,17.872
26199,17.873
26200,17.873
26201,17.874
26202,17.875
26203,17.875
26204,17.876
26205,17.877
26206,17.877
26207,17.878
26208,17.879
26209,17.879
26210,17.88
26211,17.881
26212,17.882
26213,17.882
26214,17.883
26215,17.884
26216,17.884
26217,17.885
26218,17.886
26219,17.886
26220,17.887
26221,17.888
26222,17.888
26223,17.889
26224,17.89
26225,17.89
26226,17.891
26227,17.892
26228,17.892
26229,17.893
26230,17.894
26231,17.894
26232,17.895
26233,17.896
26234,17.897
26235,17.897
26236,17.898
26237,17.899
26238,17.899
26239,17.9
26240,17.901
26241,17.901
26242,17.902
26243,17.903
26244,17.903
26245,17.904
26246,17.905
26247,17.905
26248,17.906
26249,17.907
26250,17.907
26251,17.908
26252,17.909
26253,17.91
26254,17.91
26255,17.911
26256,17.912
26257,17.912
26258,17.913
26259,17.914
26260,17.914
26261,17.915
26262,17.916
26263,17.916
26264,17.917
26265,17.918
26266,17.918
26267,17.919
26268,17.92
26269,17.92
26270,17.921
26271,17.922
26272,17.922
26273,17.923
26274,17.924
26275,17.925
26276,17.925
26277,17.926
26278,17.927
26279,17.927
26280,17.928
26281,17.929
26282,17.929
26283,17.93
26284,17.931
26285,17.931
26286,17.932
26287,17.933
26288,17.933
26289,17.934
26290,17.935
26291,17.935
26292,17.936
26293,17.937
26294,17.937
26295,17.938
26296,17.939
26297,17.94
26298,17.94
26299,17.941
26300,17.942
26301,17.942
26302,17.943
26303,17.944
26304,17.944
26305,17.945
26306,17.946
26307,17.946
26308,17.947
26309,17.948
26310,17.948
26311,17.949
26312,17.95
26313,17.95
26314,17.951
26315,17.952
26316,17.952
26317,17.953
26318,17.954
26319,17.955
26320,17.955
26321,17.956
26322,17.957
26323,17.957
26324,17.958
26325,17.959
26326,17.959
26327,17.96
26328,17.961
26329,17.961
26330,17.962
26331,17.963
26332,17.963
26333,17.964
26334,17.965
26335,17.965
26336,17.966
26337,17.967
26338,17.967
26339,17.968
26340,17.969
26341,17.97
26342,17.97
26343,17.971
26344,17.972
26345,17.972
26346,17.973
26347,17.974
26348,17.974
26349,17.975
26350,17.976
26351,17.976
26352,17.977
26353,17.978
26354,17.978
26355,17.979
26356,17.98
26357,17.98
26358,17.981
26359,17.982
26360,17.982
26361,17.983
26362,17.984
26363,17.985
26364,17.985
26365,17.986
26366,17.987
26367,17.987
26368,17.988
26369,17.989
26370,17.989
26371,17.99
26372,17.991
26373,17.991
26374,17.992
26375,17.993
26376,17.993
26377,17.994
26378,17.995
26379,17.995
26380,17.996
26381,17.997
26382,17.998
26383,17.998
26384,17.999
26385,18.0
26386,18.0
26387,18.001
26388,18.002
26389,18.002
26390,18.003
26391,18.004
26392,18.004
26393,18.005
26394,18.006
26395,18.006
26396,18.007
26397,18.008
26398,18.008
26399,18.009
26400,18.01
26401,18.01
26402,18.011
26403,18.012
26404,18.013
26405,18.013
26406,18.014
26407,18.015
26408,18.015
26409,18.016
26410,18.017
26411,18.017
26412,18.018
26413,18.019
26414,18.019
26415,18.02
26416,18.021
26417,18.021
26418,18.022
26419,18.023
26420,18.023
26421,18.024
26422,18.025
26423,18.025
26424,18.026
26425,18.027
26426,18.028
26427,18.028
26428,18.029
26429,18.03
26430,18.03
26431,18.031
26432,18.032
26433,18.032
26434,18.033
26435,18.034
26436,18.034
26437,18.035
26438,18.036
26439,18.036
26440,18.037
26441,18.038
26442,18.038
26443,18.039
26444,18.04
26445,18.04
26446,18.041
26447,18.042
26448,18.043
26449,18.043
26450,18.044
26451,18.045
26452,18.045
26453,18.046
26454,18.047
26455,18.047
26456,18.048
26457,18.049
26458,18.049
26459,18.05
26460,18.051
26461,18.051
26462,18.052
26463,18.053
26464,18.053
26465,18.054
26466,18.055
26467,18.055
26468,18.056
26469,18.057
26470,18.058
26471,18.058
26472,18.059
26473,18.06
26474,18.06
26475,18.061
26476,18.062
26477,18.062
26478,18.063
26479,18.064
26480,18.064
26481,18.065
26482,18.066
26483,18.066
26484,18.067
26485,18.068
26486,18.068
26487,18.069
26488,18.07
26489,18.07
26490,18.071
26491,18.072
26492,18.073
26493,18.073
26494,18.074
26495,18.075
26496,18.075
26497,18.076
26498,18.077
26499,18.077
26500,18.078
26501,18.079
26502,18.079
26503,18.08
26504,18.081
26505,18.081
26506,18.082
26507,18.083
26508,18.083
26509,18.084
26510,18.085
26511,18.086
26512,18.086
26513,18.087
26514,18.088
26515,18.088
26516,18.089
26517,18.09
26518,18.09
26519,18.091
26520,18.092
26521,18.092
26522,18.093
26523,18.094
26524,18.094
26525,18.095
26526,18.096
26527,18.096
26528,18.097
26529,18.098
26530,18.098
26531,18.099
26532,18.1
26533,18.101
26534,18.101
26535,18.102
26536,18.103
26537,18.103
26538,18.104
26539,18.105
26540,18.105
26541,18.106
26542,18.107
26543,18.107
26544,18.108
26545,18.109
26546,18.109
26547,18.11
26548,18.111
26549,18.111
26550,18.112
26551,18.113
26552,18.113
26553,18.114
26554,18.115
26555,18.116
26556,18.116
26557,18.117
26558,18.118
26559,18.118
26560,18.119
26561,18.12
26562,18.12
26563,18.121
26564,18.122
26565,18.122
26566,18.123
26567,18.124
26568,18.124
26569,18.125
26570,18.126
26571,18.126
26572,18.127
26573,18.128
26574,18.128
26575,18.129
26576,18.13
26577,18.131
26578,18.131
26579,18.132
26580,18.133
26581,18.133
26582,18.134
26583,18.135
26584,18.135
26585,18.136
26586,18.137
26587,18.137
26588,18.138
26589,18.139
26590,18.139
26591,18.14
26592,18.141
26593,18.141
26594,18.142
26595,18.143
26596,18.143
26597,18.144
26598,18.145
26599,18.146
26600,18.146
26601,18.147
26602,18.148
26603,18.148
26604,18.149
26605,18.15
26606,18.15
26607,18.151
26608,18.152
26609,18.152
26610,18.153
26611,18.154
26612,18.154
26613,18.155
26614,18.156
26615,18.156
26616,18.157
26617,18.158
26618,18.158
26619,18.159
26620,18.16
26621,18.161
26622,18.161
26623,18.162
26624,18.163
26625,18.163
26626,18.164
26627,18.165
26628,18.165
26629,18.166
26630,18.167
26631,18.167
26632,18.168
26633,18.169
26634,18.169
26635,18.17
26636,18.171
26637,18.171
26638,18.172
26639,18.173
26640,18.174
26641,18.174
26642,18.175
26643,18.176
26644,18.176
26645,18.177
26646,18.178
26647,18.178
26648,18.179
26649,18.18
26650,18.18
26651,18.181
26652,18.182
26653,18.182
26654,18.183
26655,18.184
26656,18.184
26657,18.185
26658,18.186
26659,18.186
26660,18.187
26661,18.188
26662,18.189
26663,18.189
26664,18.19
26665,18.191
26666,18.191
26667,18.192
26668,18.193
26669,18.193
26670,18.194
26671,18.195
26672,18.195
26673,18.196
26674,18.197
26675,18.197
26676,18.198
26677,18.199
26678,18.199
26679,18.2
26680,18.201
26681,18.201
26682,18.202
26683,18.203
26684,18.204
26685,18.204
26686,18.205
26687,18.206
26688,18.206
26689,18.207
26690,18.208
26691,18.208
26692,18.209
26693,18.21
26694,18.21
26695,18.211
26696,18.212
26697,18.212
26698,18.213
26699,18.214
26700,18.214
26701,18.215
26702,18.216
26703,18.216
26704,18.217
26705,18.218
26706,18.219
26707,18.219
26708,18.22
26709,18.221
26710,18.221
26711,18.222
26712,18.223
26713,18.223
26714,18.224
26715,18.225
26716,18.225
26717,18.226
26718,18.227
26719,18.227
26720,18.228
26721,18.229
26722,18.229
26723,18.23
26724,18.231
26725,18.231
26726,18.232
26727,18.233
26728,18.234
26729,18.234
26730,18.235
26731,18.236
26732,18.236
26733,18.237
26734,18.238
26735,18.238
26736,18.239
26737,18.24
26738,18.24
26739,18.241
26740,18.242
26741,18.242
26742,18.243
26743,18.244
26744,18.244
26745,18.245
26746,18.246
26747,18.247
26748,18.247
26749,18.248
26750,18.249
26751,18.249
26752,18.25
26753,18.251
26754,18.251
26755,18.252
26756,18.253
26757,18.253
26758,18.254
26759,18.255
26760,18.255
26761,18.256
26762,18.257
26763,18.257
26764,18.258
26765,18.259
26766,18.259
26767,18.26
26768,18.261
26769,18.262
26770,18.262
26771,18.263
26772,18.264
26773,18.264
26774,18.265
26775,18.266
26776,18.266
26777,18.267
26778,18.268
26779,18.268
26780,18.269
26781,18.27
26782,18.27
26783,18.271
26784,18.272
26785,18.272
26786,18.273
26787,18.274
26788,18.274
26789,18.275
26790,18.276
26791,18.277
26792,18.277
26793,18.278
26794,18.279
26795,18.279
26796,18.28
26797,18.281
26798,18.281
26799,18.282
26800,18.283
26801,18.283
26802,18.284
26803,18.285
26804,18.285
26805,18.286
26806,18.287
26807,18.287
26808,18.288
26809,18.289
26810,18.289
26811,18.29
26812,18.291
26813,18.292
26814,18.292
26815,18.293
26816,18.294
26817,18.294
26818,18.295
26819,18.296
26820,18.296
26821,18.297
26822,18.298
26823,18.298
26824,18.299
26825,18.3
26826,18.3
26827,18.301
26828,18.302
26829,18.302
26830,18.303
26831,18.304
26832,18.304
26833,18.305
26834,18.306
26835,18.307
26836,18.307
26837,18.308
26838,18.309
26839,18.309
26840,18.31
26841,18.311
26842,18.311
26843,18.312
26844,18.313
26845,18.313
26846,18.314
26847,18.315
26848,18.315
26849,18.316
26850,18.317
26851,18.317
26852,18.318
26853,18.319
26854,18.319
26855,18.32
26856,18.321
26857,18.322
26858,18.322
26859,18.323
26860,18.324
26861,18.324
26862,18.325
26863,18.326
26864,18.326
26865,18.327
26866,18.328
26867,18.328
26868,18.329
26869,18.33
26870,18.33
26871,18.331
26872,18.332
26873,18.332
26874,18.333
26875,18.334
26876,18.335
26877,18.335
26878,18.336
26879,18.337
26880,18.337
26881,18.338
26882,18.339
26883,18.339
26884,18.34
26885,18.341
26886,18.341
26887,18.342
26888,18.343
26889,18.343
26890,18.344
26891,18.345
26892,18.345
26893,18.346
26894,18.347
26895,18.347
26896,18.348
26897,18.349
26898,18.35
26899,18.35
26900,18.351
26901,18.352
26902,18.352
26903,18.353
26904,18.354
26905,18.354
26906,18.355
26907,18.356
26908,18.356
26909,18.357
26910,18.358
26911,18.358
26912,18.359
26913,18.36
26914,18.36
26915,18.361
26916,18.362
26917,18.362
26918,18.363
26919,18.364
26920,18.365
26921,18.365
26922,18.366
26923,18.367
26924,18.367
26925,18.368
26926,18.369
26927,18.369
26928,18.37
26929,18.371
26930,18.371
26931,18.372
26932,18.373
26933,18.373
26934,18.374
26935,18.375
26936,18.375
26937,18.376
26938,18.377
26939,18.377
26940,18.378
26941,18.379
26942,18.38
26943,18.38
26944,18.381
26945,18.382
26946,18.382
26947,18.383
26948,18.384
26949,18.384
26950,18.385
26951,18.386
26952,18.386
26953,18.387
26954,18.388
26955,18.388
26956,18.389
26957,18.39
26958,18.39
26959,18.391
26960,18.392
26961,18.392
26962,18.393
26963,18.394
26964,18.395
26965,18.395
26966,18.396
26967,18.397
26968,18.397
26969,18.398
26970,18.399
26971,18.399
26972,18.4
26973,18.401
26974,18.401
26975,18.402
26976,18.403
26977,18.403
26978,18.404
26979,18.405
26980,18.405
26981,18.406
26982,18.407
26983,18.407
26984,18.408
26985,18.409
26986,18.41
26987,18.41
26988,18.411
26989,18.412
26990,18.412
26991,18.413
26992,18.414
26993,18.414
26994,18.415
26995,18.416
26996,18.416
26997,18.417
26998,18.418
26999,18.418
27000,18.419
27001,18.42
27002,18.42
27003,18.421
27004,18.422
27005,18.423
27006,18.423
27007,18.424
27008,18.425
27009,18.425
27010,18.426
27011,18.427
27012,18.427
27013,18.428
27014,18.429
27015,18.429
27016,18.43
27017,18.431
27018,18.431
27019,18.432
27020,18.433
27021,18.433
27022,18.434
27023,18.435
27024,18.435
27025,18.436
27026,18.437
27027,18.438
27028,18.438
27029,18.439
27030,18.44
27031,18.44
27032,18.441
27033,18.442
27034,18.442
27035,18.443
27036,18.444
27037,18.444
27038,18.445
27039,18.446
27040,18.446
27041,18.447
27042,18.448
27043,18.448
27044,18.449
27045,18.45
27046,18.45
27047,18.451
27048,18.452
27049,18.453
27050,18.453
27051,18.454
27052,18.455
27053,18.455
27054,18.456
27055,18.457
27056,18.457
27057,18.458
27058,18.459
27059,18.459
27060,18.46
27061,18.461
27062,18.461
27063,18.462
27064,18.463
27065,18.463
27066,18.464
27067,18.465
27068,18.465
27069,18.466
27070,18.467
27071,18.468
27072,18.468
27073,18.469
27074,18.47
27075,18.47
27076,18.471
27077,18.472
27078,18.472
27079,18.473
27080,18.474
27081,18.474
27082,18.475
27083,18.476
27084,18.476
27085,18.477
27086,18.478
27087,18.478
27088,18.479
27089,18.48
27090,18.48
27091,18.481
27092,18.482
27093,18.483
27094,18.483
27095,18.484
27096,18.485
27097,18.485
27098,18.486
27099,18.487
27100,18.487
27101,18.488
27102,18.489
27103,18.489
27104,18.49
27105,18.491
27106,18.491
27107,18.492
27108,18.493
27109,18.493
27110,18.494
27111,18.495
27112,18.496
27113,18.496
27114,18.497
27115,18.498
27116,18.498
27117,18.499
27118,18.5
27119,18.5
27120,18.501
27121,18.502
27122,18.502
27123,18.503
27124,18.504
27125,18.504
27126,18.505
27127,18.506
27128,18.506
27129,18.507
27130,18.508
27131,18.508
27132,18.509
27133,18.51
27134,18.511
27135,18.511
27136,18.512
27137,18.513
27138,18.513
27139,18.514
27140,18.515
27141,18.515
27142,18.516
27143,18.517
27144,18.517
27145,18.518
27146,18.519
27147,18.519
27148,18.52
27149,18.521
27150,18.521
27151,18.522
27152,18.523
27153,18.523
27154,18.524
27155,18.525
27156,18.526
27157,18.526
27158,18.527
27159,18.528
27160,18.528
27161,18.529
27162,18.53
27163,18.53
27164,18.531
27165,18.532
27166,18.532
27167,18.533
27168,18.534
27169,18.534
27170,18.535
27171,18.536
27172,18.536
27173,18.537
27174,18.538
27175,18.538
27176,18.539
27177,18.54
27178,18.541
27179,18.541
27180,18.542
27181,18.543
27182,18.543
27183,18.544
27184,18.545
27185,18.545
27186,18.546
27187,18.547
27188,18.547
27189,18.548
27190,18.549
27191,18.549
27192,18.55
27193,18.551
27194,18.551
27195,18.552
27196,18.553
27197,18.553
27198,18.554
27199,18.555
27200,18.556
27201,18.556
27202,18.557
27203,18.558
27204,18.558
27205,18.559
27206,18.56
27207,18.56
27208,18.561
27209,18.562
27210,18.562
27211,18.563
27212,18.564
27213,18.564
27214,18.565
27215,18.566
27216,18.566
27217,18.567
27218,18.568
27219,18.568
27220,18.569
27221,18.57
27222,18.571
27223,18.571
27224,18.572
27225,18.573
27226,18.573
27227,18.574
27228,18.575
27229,18.575
27230,18.576
27231,18.577
27232,18.577
27233,18.578
27234,18.579
27235,18.579
27236,18.58
27237,18.581
27238,18.581
27239,18.582
27240,18.583
27241,18.584
27242,18.584
27243,18.585
27244,18.586
27245,18.586
27246,18.587
27247,18.588
27248,18.588
27249,18.589
27250,18.59
27251,18.59
27252,18.591
27253,18.592
27254,18.592
27255,18.593
27256,18.594
27257,18.594
27258,18.595
27259,18.596
27260,18.596
27261,18.597
27262,18.598
27263,18.599
27264,18.599
27265,18.6
27266,18.601
27267,18.601
27268,18.602
27269,18.603
27270,18.603
27271,18.604
27272,18.605
27273,18.605
27274,18.606
27275,18.607
27276,18.607
27277,18.608
27278,18.609
27279,18.609
27280,18.61
27281,18.611
27282,18.611
27283,18.612
27284,18.613
27285,18.614
27286,18.614
27287,18.615
27288,18.616
27289,18.616
27290,18.617
27291,18.618
27292,18.618
27293,18.619
27294,18.62
27295,18.62
27296,18.621
27297,18.622
